GPA,Gender,breakfast,calories_chicken,calories_scone,coffee,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories,weight,"Split(,)(comfort_food_reasons)_0",Split( )(comfort_food_reasons)_0,Split( )(diet_current)_0,Split( )(diet_current)_1,Split( )(eating_changes)_0,Split( )(fav_cuisine)_0,Split( -)(fav_cuisine)_0,Split(/)(fav_cuisine)_0,Split( )(food_childhood)_0,Split( )(ideal_diet)_0,Split( )(ideal_diet)_1,Split( )(meals_dinner_friend)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(weight)_0","ExtractWord([Chocolate, Pizza, and, cake, chips, cookies, cream, pizza])(comfort_food)_0","ExtractWord([Boredom, I, Sadness, Stress, bored, boredom, sadness])(comfort_food_reasons)_0","ExtractWord([and, eat, healthy])(diet_current)_0","ExtractWord([I, Less, More, eat, eating, food, less, to])(eating_changes)_0","ExtractWord([Chicken, Pasta, Pizza, Spaghetti, Steak, and, chicken, pizza, steak])(food_childhood)_0","ExtractWord([and, food, of, vegetable, vegetables, veggies])(healthy_meal)_0","ExtractWord([I, a, and, diet, healthy])(ideal_diet)_0","ExtractWord([Chicken, Pasta, Pizza, and, chicken, pasta, steak])(meals_dinner_friend)_0",Lowercase()(fav_cuisine)_fav_cuisine,OneHot()(calories_chicken)_265,OneHot()(calories_chicken)_430,OneHot()(calories_chicken)_610,OneHot()(calories_chicken)_720,OneHot()(comfort_food_reasons_coded.1)_1,OneHot()(comfort_food_reasons_coded.1)_2,OneHot()(comfort_food_reasons_coded.1)_3,OneHot()(comfort_food_reasons_coded.1)_4,OneHot()(comfort_food_reasons_coded.1)_5,OneHot()(comfort_food_reasons_coded.1)_6,OneHot()(comfort_food_reasons_coded.1)_7,OneHot()(comfort_food_reasons_coded.1)_9,OneHot()(diet_current_coded)_1,OneHot()(diet_current_coded)_2,OneHot()(diet_current_coded)_3,OneHot()(diet_current_coded)_4,OneHot()(eating_changes_coded)_1,OneHot()(eating_changes_coded)_2,OneHot()(eating_changes_coded)_3,OneHot()(eating_changes_coded)_4,OneHot()(eating_changes_coded1)_2,OneHot()(eating_changes_coded1)_3,OneHot()(eating_changes_coded1)_5,OneHot()(eating_changes_coded1)_7,OneHot()(eating_changes_coded1)_8,OneHot()(eating_changes_coded1)_10,OneHot()(eating_changes_coded1)_11,OneHot()(eating_changes_coded1)_12,OneHot()(eating_out)_1,OneHot()(eating_out)_2,OneHot()(eating_out)_3,OneHot()(eating_out)_4,OneHot()(eating_out)_5,OneHot()(ethnic_food)_1,OneHot()(ethnic_food)_2,OneHot()(ethnic_food)_3,OneHot()(ethnic_food)_4,OneHot()(ethnic_food)_5,OneHot()(fav_cuisine_coded)_0,OneHot()(fav_cuisine_coded)_1,OneHot()(fav_cuisine_coded)_2,OneHot()(fav_cuisine_coded)_3,OneHot()(fav_cuisine_coded)_4,OneHot()(fav_cuisine_coded)_5,OneHot()(fav_cuisine_coded)_8,OneHot()(fruit_day)_2,OneHot()(fruit_day)_3,OneHot()(fruit_day)_4,OneHot()(fruit_day)_5,OneHot()(grade_level)_1,OneHot()(grade_level)_2,OneHot()(grade_level)_3,OneHot()(grade_level)_4,OneHot()(greek_food)_1,OneHot()(greek_food)_2,OneHot()(greek_food)_3,OneHot()(greek_food)_4,OneHot()(greek_food)_5,OneHot()(healthy_feeling)_1,OneHot()(healthy_feeling)_2,OneHot()(healthy_feeling)_3,OneHot()(healthy_feeling)_4,OneHot()(healthy_feeling)_5,OneHot()(healthy_feeling)_6,OneHot()(healthy_feeling)_7,OneHot()(healthy_feeling)_8,OneHot()(healthy_feeling)_9,OneHot()(healthy_feeling)_10,OneHot()(ideal_diet_coded)_1,OneHot()(ideal_diet_coded)_2,OneHot()(ideal_diet_coded)_3,OneHot()(ideal_diet_coded)_4,OneHot()(ideal_diet_coded)_5,OneHot()(ideal_diet_coded)_6,OneHot()(ideal_diet_coded)_7,OneHot()(ideal_diet_coded)_8,OneHot()(income)_1,OneHot()(income)_2,OneHot()(income)_3,OneHot()(income)_4,OneHot()(income)_5,OneHot()(income)_6,OneHot()(indian_food)_1,OneHot()(indian_food)_2,OneHot()(indian_food)_3,OneHot()(indian_food)_4,OneHot()(indian_food)_5,OneHot()(italian_food)_3,OneHot()(italian_food)_4,OneHot()(italian_food)_5,OneHot()(life_rewarding)_1,OneHot()(life_rewarding)_2,OneHot()(life_rewarding)_3,OneHot()(life_rewarding)_4,OneHot()(life_rewarding)_5,OneHot()(life_rewarding)_6,OneHot()(life_rewarding)_7,OneHot()(life_rewarding)_8,OneHot()(life_rewarding)_9,OneHot()(life_rewarding)_10,OneHot()(nutritional_check)_1,OneHot()(nutritional_check)_2,OneHot()(nutritional_check)_3,OneHot()(nutritional_check)_4,OneHot()(nutritional_check)_5,OneHot()(parents_cook)_1,OneHot()(parents_cook)_2,OneHot()(parents_cook)_3,OneHot()(pay_meal_out)_2,OneHot()(pay_meal_out)_3,OneHot()(pay_meal_out)_4,OneHot()(pay_meal_out)_5,OneHot()(pay_meal_out)_6,OneHot()(thai_food)_1,OneHot()(thai_food)_2,OneHot()(thai_food)_3,OneHot()(thai_food)_4,OneHot()(thai_food)_5,OneHot()(turkey_calories)_345,OneHot()(turkey_calories)_500,OneHot()(turkey_calories)_690,OneHot()(turkey_calories)_850,OneHot()(veggies_day)_2,OneHot()(veggies_day)_3,OneHot()(veggies_day)_4,OneHot()(veggies_day)_5,OneHot()(waffle_calories)_575,OneHot()(waffle_calories)_760,OneHot()(waffle_calories)_900,OneHot()(waffle_calories)_1315,NaN(Anything american style.)(fav_cuisine)_fav_cuisine,NaN(Any type of Colombian cuisine)(fav_cuisine)_fav_cuisine,NaN(I'm not answering this. )(weight)_weight,WordToNumber()(weight)_weight
3.9,2,1,720,315.0,1,4.0,3,6.0,2,2.0,2,5,5,3.0,5,2.0,4.0,Italian,1,nan,1,5,4,5,8,3,6,5,5,1,2.0,2.0,3,4.0,3,6,1.0,4.0,1.0,1.0,5,1165.0,690,4,1,1315,185,Depression,"Depression,",Somewhat,unhealthy.,When,Italian,Italian,Italian,Chicken,My,ideal,Chicken,185.0,cake,nan,healthy,I,Chicken,vegetable,a,Chicken,italian,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Italian,Italian,185,185.0
3.2,1,1,430,420.0,1,4.0,3,2.0,2,1.0,2,5,3,2.0,3,nan,3.0,italian,1,1.0,1,5,1,3,3,4,4,1,5,2,2.0,4.0,2,1.0,1,3,1.0,3.0,1.0,1.0,1,1165.0,690,5,1,900,165,they are yummy,they,i,drink,eat,italian,italian,italian,"chicken,",ideal,diet,chicken,165.0,nan,boredom,and,eat,chicken,veggies,a,chicken,italian,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,italian,italian,165,165.0
3.5,1,1,610,nan,2,3.0,3,1.0,1,1.0,1,3,2,2.0,5,2.0,2.0,Italian ,1,1.0,1,5,1,5,2,4,2,5,5,1,2.0,2.0,2,1.0,1,2,5.0,2.0,1.0,1.0,5,nan,500,5,2,900,125,Sad,"Sad,",I,typically,I,Italian,Italian ,Italian ,"Spaghetti,",Although,I,"spaghetti,",125.0,cream,bored,eat,I,Spaghetti,vegetable,I,steak,italian ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,Italian ,Italian ,125,125.0
3.4,1,1,610,420.0,2,3.0,2,1.0,2,2.0,1,11,2,2.0,5,3.0,4.0,sushi,4,3.0,1,5,1,5,3,2,5,4,5,3,1.0,4.0,4,1.0,1,2,4.0,5.0,1.0,2.0,3,1165.0,500,5,2,1315,160,boredom,"boredom,",At,this,I,sushi,sushi,sushi,chicken,If,at,nan,160.0,and,boredom,and,I,chicken,vegetable,I,nan,sushi,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,sushi,sushi,160,160.0
3.7,1,1,610,420.0,2,2.0,5,1.0,1,1.0,1,3,2,2.0,5,2.0,4.0,Indian food,8,1.0,1,5,3,3,4,2,4,5,5,8,1.0,4.0,4,1.0,2,3,3.0,6.0,1.0,2.0,3,725.0,345,5,1,760,130,Anxiousness,"Anxiousness,",I,have,Coming,Indian,Indian food,Indian food,Tortellini,I,would,Spaghetti,130.0,chips,I,eat,to,and,and,I,and,indian food,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Indian food,Indian food,130,130.0
3.0,1,1,720,420.0,2,3.0,2,1.0,2,2.0,1,10,3,nan,4,2.0,4.0,Italian,1,3.0,1,3,4,5,2,5,4,3,5,1,2.0,3.0,2,2.0,1,5,4.0,3.0,2.0,1.0,3,1165.0,690,2,2,1315,125,Boredom,"Boredom,",Since,I,I,Italian,Italian,Italian,hot,My,ideal,Chicken,125.0,cream,Boredom,and,I,chicken,of,a,Chicken,italian,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Italian,Italian,125,125.0
3.0,1,1,430,315.0,2,2.0,1,nan,1,1.0,2,12,5,nan,5,2.0,5.0,Nepali,4,1.0,1,5,1,5,7,1,1,5,5,6,1.0,4.0,4,1.0,1,3,4.0,4.0,1.0,2.0,4,580.0,500,5,2,760,130,Stress and sadness,Stress,It,is,I,Nepali,Nepali,Nepali,Chicken,My,ideal,Marinated,130.0,Pizza,Stress,and,I,Chicken,of,a,chicken,nepali,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,Nepali,Nepali,130,130.0
3.8,1,1,430,420.0,1,2.0,1,1.0,1,1.0,1,2,2,2.0,4,1.0,3.0,I really love italian food and thai food,1,3.0,1,4,2,3,5,2,4,3,5,4,1.0,3.0,2,1.0,1,3,2.0,4.0,1.0,2.0,5,1165.0,690,4,2,900,165,I am always stressed out,I,I,try,My,I,I really love italian food and thai food,I really love italian food and thai food,dino,I,would,"Pasta,",165.0,Chocolate,I,eat,I,chicken,and,I,Pasta,i really love italian food and thai food,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,I really love italian food and thai food,I really love italian food and thai food,165,165.0
3.8,1,1,430,420.0,2,5.0,1,1.0,1,2.0,1,2,2,3.0,2,1.0,4.0,Italian,1,2.0,1,5,2,2,6,1,6,5,5,5,2.0,3.0,4,1.0,2,3,2.0,3.0,1.0,1.0,2,580.0,345,5,2,760,128,Stress,"Stress,",moderately,health,Late,Italian,Italian,Italian,Spaghetti,Small,"portions,","Steak,",128.0,and,Stress,nan,nan,Spaghetti,of,a,chicken,italian,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Italian,Italian,128,128.0
3.4,1,1,610,420.0,2,2.0,1,1.0,2,2.0,2,5,3,2.0,2,3.0,5.0,Italian ,1,2.0,1,4,2,2,5,2,6,1,5,1,1.0,5.0,4,1.0,2,3,1.0,5.0,1.0,2.0,2,940.0,690,3,1,1315,200,Stress,"Stress,","protein,","carbs,",I,Italian,Italian ,Italian ,Chicken,Much,more,"Spaghetti,",200.0,pizza,Stress,and,I,Chicken,and,a,Chicken,italian ,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Italian ,Italian ,200,200.0
3.7,1,1,610,315.0,1,3.0,3,2.0,2,1.0,1,3,4,3.0,3,2.0,4.0,Italian,1,1.0,1,3,4,4,8,2,3,3,5,9,2.0,4.0,3,2.0,2,4,4.0,3.0,1.0,1.0,3,580.0,690,3,2,900,160,Sadness and cravings,Sadness,I,eat,I,Italian,Italian,Italian,Spaghetti,I,hope,Grilled,160.0,cream,Sadness,eat,I,Spaghetti,vegetable,I,chicken,italian,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Italian,Italian,160,160.0
2.9,2,1,265,980.0,2,2.0,2,nan,1,2.0,2,5,2,2.0,3,2.0,2.0,nan,0,1.0,1,3,3,5,9,2,5,1,3,7,1.0,2.0,4,3.0,1,6,1.0,3.0,1.0,2.0,1,725.0,345,3,2,1315,170,boredom,boredom,some,healthy,more,nan,nan,nan,"Pizza,",more,healthy,nan,170.0,chips,boredom,healthy,food,Pizza,of,healthy,nan,nan,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,nan,nan,170,170.0
3.9,1,1,610,315.0,2,1.0,3,1.0,1,1.0,2,5,4,3.0,5,1.0,5.0,Italian ,1,3.0,1,5,4,5,10,4,6,5,5,9,2.0,5.0,4,1.0,2,3,5.0,3.0,1.0,2.0,5,725.0,500,3,2,900,129,Sadness,"Sadness,",I,eat,I,Italian,Italian ,Italian ,Mac,I,wouldn't,"Dinner,",129.0,Chocolate,Sadness,eat,I,Chicken,of,I,nan,italian ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,Italian ,Italian ,129,129.0
3.6,1,1,430,420.0,1,2.0,2,1.0,2,2.0,1,2,3,2.0,3,2.0,4.0,Italian ,1,1.0,1,4,4,3,9,7,6,2,5,1,2.0,4.0,4,1.0,2,3,3.0,4.0,1.0,2.0,2,1165.0,690,2,2,900,170,Boredom and sadness,Boredom,My,current,They,Italian,Italian ,Italian ,Mac,My,ideal,Beef,170.0,cream,Boredom,eat,I,and,and,a,Chicken,italian ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Italian ,Italian ,170,170.0
2.8,2,1,610,315.0,2,3.0,3,4.0,2,2.0,1,10,3,3.0,4,2.0,5.0,Korean,4,3.0,1,4,2,3,7,2,3,5,4,7,2.0,5.0,3,1.0,1,5,3.0,1.0,1.0,1.0,5,940.0,850,3,2,760,138,sadness,"sadness,",Not,very,not,Korean,Korean,Korean,"Dumplings,",Healthy,and,"Meat,",138.0,and,sadness,healthy,eat,Chicken,and,a,and,korean,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,Korean,Korean,138,138.0
3.3,2,1,610,980.0,2,4.0,1,1.0,2,2.0,1,3,2,2.0,2,1.0,5.0,I do not like cuisine,0,3.0,1,5,1,1,10,3,6,1,4,10,2.0,5.0,1,1.0,1,5,2.0,2.0,1.0,1.0,1,1165.0,690,2,2,1315,150,Stress,"Stress,",I,currently,Eating,I,I do not like cuisine,I do not like cuisine,"Pasta,",My,ideal,"Pasta,",150.0,cream,Stress,eat,to,Pasta,of,a,Pasta,i do not like cuisine,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,I do not like cuisine,I do not like cuisine,150,150.0
3.4,1,1,610,420.0,2,3.0,2,nan,2,1.0,1,3,4,3.0,4,2.0,3.0,Chinese ,4,2.0,1,5,1,1,5,5,1,3,5,2,1.0,3.0,2,1.0,2,3,1.0,4.0,1.0,2.0,5,725.0,345,5,1,1315,170,loneliness,"loneliness,",It,is,less,Chinese,Chinese ,Chinese ,Fry,Very,healthy.,Rice,170.0,cream,boredom,nan,less,Chicken,and,healthy,and,chinese ,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Chinese ,Chinese ,170,170.0
3.77,1,1,610,315.0,2,3.0,5,4.0,1,1.0,2,5,2,2.0,4,nan,2.0,Vietnamese cuisine,4,3.0,1,3,2,2,9,2,2,2,4,7,1.0,2.0,2,1.0,1,2,2.0,4.0,1.0,2.0,5,725.0,690,3,1,760,113,When i'm  eating with my close friends/ Food smell or look good/ when I feel tired,When,I,eat,I,Vietnamese,Vietnamese cuisine,Vietnamese cuisine,"Noodle,",My,ideal,Vietnamese,113.0,and,I,eat,I,and,vegetable,a,nan,vietnamese cuisine,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,Vietnamese cuisine,Vietnamese cuisine,113,113.0
3.63,1,1,430,420.0,1,3.0,1,1.0,2,1.0,2,5,2,2.0,4,2.0,2.0,American ,5,1.0,1,5,2,3,5,5,3,3,5,8,2.0,2.0,2,3.0,3,4,2.0,4.0,1.0,2.0,4,940.0,345,5,2,1315,140,Stress and boredom ,Stress,Try,to,I,American,American ,American ,Chinese,All,home,Chinese,140.0,chips,Stress,eat,I,nan,vegetable,a,pasta,american ,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,American ,American ,140,140.0
3.2,2,1,610,420.0,2,2.0,7,5.0,2,1.0,2,5,2,2.0,5,2.0,5.0,Indian,8,3.0,1,5,4,5,7,3,2,5,5,6,2.0,5.0,2,1.0,1,3,5.0,4.0,1.0,1.0,5,1165.0,690,5,2,1315,185,Happiness,"Happiness,",My,diet,Started,Indian,Indian,Indian,"pizza,",Healthy,balanced,"Chicken,",185.0,chips,boredom,eat,eat,pizza,of,a,Chicken,indian,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,Indian,Indian,185,185.0
3.5,1,1,610,420.0,2,3.0,2,1.0,2,2.0,1,3,2,1.0,4,2.0,4.0,Italian ,1,1.0,1,5,4,5,5,6,4,3,5,7,1.0,3.0,5,3.0,1,4,3.0,4.0,1.0,1.0,5,940.0,500,5,1,1315,156,boredom and sadness ,boredom,My,diet,I,Italian,Italian ,Italian ,Stromboli,My,ideal,"pasta,",156.0,and,boredom,and,I,and,and,a,pasta,italian ,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Italian ,Italian ,156,156.0
