battery,camera,display,memory,name,price,processor,rating,reviews,warranty
4500 mAh Battery,48MP Rear Camera,16.36 cm (6.44 inch) Full HD Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V17 (Admiral Blue, 128 GB)",10.08539235583374,Qualcomm Snapdragon Processor,4.5,680 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2500 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) FWVGA Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Panasonic P101 (Black, 16 GB)",8.515191188745565,MT6739WA Processor,4.0,920 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3000 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a (Just Black, 64 GB)",10.341710224882465,Qualcomm Snapdragon 670 Processor,4.5,934 Reviews,eSIM Compatible
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",9.898475010712584,Exynos 7904 Processor,4.3,298 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3050 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Tecno Camon i Sky (Champagne Gold, 16 GB)",8.511175119090675,1 Year Warranty,4.1,23 Reviews,
2500 mAh Battery,13MP Rear Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Forme R7 (Champagne Gold, 16 GB)",8.699348067653093,Mediatek MTK6737 Quad-core Processor,3.6,34 Reviews,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Aqua Blue, 32 GB)",9.305559638557117,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Tradew Gray, 32 GB)",9.305559638557117,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Milan Black, 32 GB)",9.305559638557117,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Blackbear B6 Glory (Blue, 16 GB)",8.51699317141357,High Speed 1.3 GHz Quad Core Processor,2.7,0 Reviews,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase
3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.5 cm (5.71 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,"Nokia 4.2 (Black, 32 GB)",9.471935109664646,Qualcomm Snapdragon 439 Processor,4.1,152 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Excluding Battery
1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 8 GB ROM,"Lava A51 (Gold, 8 GB)",7.823645930834952,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5,107 Reviews,
4000 mAh Battery,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 (Luminous Black, 256 GB)",10.571060481976643,Qualcomm Snapdragon 730G Processor,4.5,176 Reviews,Ultra Dark Mode l Ultra Steady Video
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Blue, 64 GB)",9.047703788498627,Qualcomm Snapdragon 625 Processor,4.4,"1,867 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A3s (Purple, 32 GB)",9.103868127465667,Qualcomm Snapdragon 450 Processor,4.3,"1,991 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Silver, 32 GB)",8.987071812848821,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"LG Q7 (Black, 32 GB)",9.2093398716426,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.3,2 Reviews,
3750 mAh Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i 2 (MIDNIGHT BLACK, 32 GB)",8.88875674784872,12+1 month warranty provided by the manufacturer,4.3,8 Reviews,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Gold, 32 GB)",9.08239335764556,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5020 mAh Li-Ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) Full HD Display,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)",10.203555107263542,Mediatek MT6753 Octa Core 1.3GHz Processor,4.1,27 Reviews,Brand Warranty of 1 Year
3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",10.491274217438248,Qualcomm Snapdragon 660 Processor,4.4,70 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A (Midnight Black, 32 GB)",8.85352256068954,Qualcomm Snapdragon 439 Processor,4.4,"10,773 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix S4 (Twilight Purple, 32 GB)",9.169414205363537,2.0 GHz Helio P22 64-bit Octa Core Processor,4.2,"3,923 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2630 mAh Battery,8MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128,"Nokia 3 (Matte Black, 16 GB)",8.573573524852344,MTK 6737 Processor,3.9,"1,301 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Dynamic Black, 64 GB)",9.259035293514941,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"16,477 Reviews",Triple Slots (Dual SIM + Memory Card)
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 32 GB)",9.047703788498627,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Triple Slots (Dual SIM + Memory Card)
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme 3 (Dynamic Black, 32 GB)",9.047703788498627,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Triple Slots (Dual SIM + Memory Card)
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cloud Blue, 128 GB)",11.26316839480597,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
4000 mAh Li-ion Battery,8MP Rear Camera | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Spark Go Plus (Vacation Blue, 32 GB)",8.699348067653093,Helio A22 (MT6761) Processor,4.2,33 Reviews,Finger Print Sensor
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,4 GB RAM | 64 GB ROM,"Lenovo Z2 Plus (Black, 64 GB)",9.200189020919808,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.8,961 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Meizu C9 Pro (Gold, 32 GB)",8.852235835227855,Quad Core Processor,4.1,198 Reviews,1 Year
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Red, 128 GB)",9.903437551286085,Snapdragon 720G Processor,4.4,"2,036 Reviews",90 Hz Ultra Smooth Display
3000 mAh Li-ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee F205 Pro (Black, 16 GB)",8.411610428841172,MT6739WW 64-bit Processor,4.1,"1,074 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A71 (Haze Crush Silver, 128 GB)",10.341710224882465,Qualcomm SM7150 Processor,4.4,206 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 (Ocean Blue, 256 GB)",10.571060481976643,Qualcomm Snapdragon 730G Processor,4.5,176 Reviews,Ultra Dark Mode l Ultra Steady Video
4000 mAh Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7S (Ruby Red, 64 GB)",9.392578591964389,Qualcomm Snapdragon 660 AIE Processor,4.4,"33,528 Reviews",Splash Proof - Protected by P2i
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A3s (Red, 64 GB)",9.268514936027255,Qualcomm Snapdragon 450 Processor,4.3,"1,342 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2070 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Asus Zenfone 2 Laser ZE500KL (Black, 16 GB)",8.697846691109495,Qualcomm Snapdragon 410 MSM8916 Processor,4.1,391 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2450 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Panasonic Eluga Arc 2 (Gold, 32 GB)",8.754634047431272,1 Year Manufacturer Warranty,3.8,78 Reviews,
1300 mAh Li-Ion Battery,2MP Rear Camera,8.89 cm (3.5 inch) HVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"Karbonn A52 plus (Black and Gold, 4 GB)",8.098642843759418,MTK Processor,3.6,555 Reviews,1 Year for Mobile & 6 Months for Accessories
2500 mAh Lithium Ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Yu Yunique 2 Plus (Champagne, 16 GB)",8.809713540508268,MediaTek MT6737 Quad Core 1.3 GHz Processor,3.8,900 Reviews,Brand Warranty of 1 Year
3380 mAh Battery,8MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Lava Z62 (Midnight Blue, 16 GB)",8.621373010325902,MTK 6761 Processor,4.2,44 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Blue, 64 GB)",9.60911649193355,Qualcomm SDM450-B01 Processor,4.3,80 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Li-polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi 5A (Rose Gold, 16 GB)",8.699348067653093,Qualcomm Snapdragon 425 Processor,4.5,"1,53,238 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Lightning Purple, 128 GB)",9.74090979777877,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"14,473 Reviews",VooC Flash Charge 3.0
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) Display,2 GB RAM | 16 GB ROM,"Samsung On5 Pro (Black, 16 GB)",8.852235835227855,1 year manufacturer warranty for device and 6 months for accessories,4.2,26 Reviews,
2000 mAh Li-ion Battery,5MP Rear Camera | 5MP Front Camera,11.43 cm (4.5 inch) Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Bharat Go (Jet Black, 8 GB)",8.20685642839965,MT6737 Processor,3.9,17 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2300 mAh Li-Ion Battery,13MP Rear Camera | 2MP Front Camera,13.21 cm (5.2 inch) Full HD Display,2 GB RAM | 16 GB ROM,"Moto X (2nd Generation) (Black Leather, 16 GB)",10.085767441795337,Qualcomm Snapdragon 801 MSM8974-AC Processor,4.2,"1,194 Reviews",1 Year Manufacturer Warranty
2300 mAh Li-Ion Battery,13MP Rear Camera | 2MP Front Camera,13.21 cm (5.2 inch) Full HD Display,2 GB RAM | 32 GB ROM,"Moto X (2nd Generation) (Black, 32 GB)",10.126591103050316,Qualcomm Snapdragon 801 MSM8974-AC Processor,4.2,"1,194 Reviews",1 Year Manufacturer Warranty
3500 mAh Battery,13MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Tecno Camon i4 (Champagne Gold, 32 GB)",8.935771938669784,"Tecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",4.1,14 Reviews,
3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM,"OPPO R17 (Ambient Blue, 128 GB)",10.043206015705211,1 year manufacturer warranty,,,
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Comio C1 Pro (Royal Black, 16 GB)",8.285008895449879,"15 months manufacturer warranty, Additional 30 days replacement warranty by brand",3.9,51 Reviews,
2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Vdeo 3 (Champagne, 8 GB)",8.656781205623291,Snapdragon 210�Quad Core 1.1GHz Processor,4.0,283 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 64 GB)",9.259035293514941,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"16,477 Reviews",Triple Slots (Dual SIM + Memory Card)
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"POCO F1 (Rosso Red, 64 GB)",9.903437551286085,Qualcomm Snapdragon 845 Processor,4.5,"29,900 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Panasonic Eluga I2 4G (METALIC GOLD, 8 GB)",8.4096079807363,1 Year Manufacturer Warranty,3.7,45 Reviews,
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"POCO F1 (Steel Blue, 64 GB)",9.903437551286085,Qualcomm Snapdragon 845 Processor,4.5,"29,900 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A5s (Black, 32 GB)",9.157993891603974,MTK MT6765 Processor,4.3,336 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2400 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Gionee F103 Pro (White, 16 GB)",9.0595174822416,MT6735 Processor,3.9,618 Reviews,Brand Warranty of 1 Year
2400 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Full HD Display,2 GB RAM | 32 GB ROM,"ITEL A46 (NEON WATER, 32 GB)",8.46168048148598,1 Year,4.1,46 Reviews,
2500 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Micromax Canvas Music M1 (Matte Black, 16 GB)",8.575273402492762,Meditek Quad Core Processor,3.6,45 Reviews,1 Year for Handset
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3i (Diamond Blue, 64 GB)",9.259035293514941,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4.4,"6,417 Reviews",Triple Slots (Dual SIM + Memory Card)
4020 mAh Li-polymer Battery,16MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO A9 (Fluorite Purple, 128 GB)",9.710509415553645,MTK MT6771V (P70) Processor,4.4,71 Reviews,Brand Warranty of 1 Year Available for Mobile and Battery and 6 Months for Accessories
4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Astro Moonlight White, 128 GB)",9.546741177474825,Qualcomm Snapdragon 675 Processor,4.4,"25,217 Reviews",Quick Charge 4.0 Support
5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A (Sunset Red, 32 GB)",8.85352256068954,Qualcomm Snapdragon 439 Processor,4.4,"10,773 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Display,3 GB RAM | 16 GB ROM,"ZOPO Color - X5.5 (Orchid Gold, 16 GB)",8.42726848388825,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.,3.6,12 Reviews,
4000 mAh Battery,48MP + 12MP | 20MP Front Camera,16.23 cm (6.39 inch) Display,6 GB RAM | 128 GB ROM,"Black Shark 2 (Shadow Black, 128 GB)",10.373459931293572,SM855 (Qualcomm Snapdragon Premium Tier) Processor,4.4,386 Reviews,Brand Warranty of 1 Year Available for Mobile
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"POCO F1 (Graphite Black, 128 GB)",9.85214162518454,Qualcomm Snapdragon 845 Processor,4.5,"29,900 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (City Blue, 32 GB)",8.92252495730139,MTK6739 64 bit Quad Core Processor,4.0,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3100 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Gionee P7 Max (Grey, 32 GB)",8.691146498539675,Mediatek MT6595 Octa Core 2.2GHz Processor,3.9,"1,158 Reviews",Brand Warranty of 1 Year Available for Mobile
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Samsung Galaxy A30s (Prism Crush White, 64 GB)",9.846917201047734,Exynos 7904 Processor,4.3,298 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A10s (Black, 32 GB)",9.102755161296246,MediaTek MT6762 Processor,4.3,165 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
